2.05E+00	-1.10E-01
-3.54E+00	8.45E-01
2.74E-02	-1.26E-01
-2.89E+00	8.78E-01
3.29E+00	-7.12E-01
2.75E+00	-1.19E+00
1.10E-01	2.58E-02
-2.70E+00	6.97E-01
1.32E+00	1.00E+00
3.19E+00	-2.54E-01
2.97E-01	5.76E-01
-4.20E-01	-8.22E-01
-1.52E+00	1.00E+00
-7.10E-01	6.90E-01
2.64E+00	-2.30E-01
-3.78E+00	1.58E+00
3.27E+00	-9.36E-01
2.44E+00	-5.76E-01
-4.20E-01	4.13E-01
2.97E+00	-3.40E-01
-5.03E+00	2.23E+00
4.14E+00	-1.99E+00
2.46E+00	-2.78E-01
-3.28E+00	2.20E+00
-3.44E+00	1.77E+00
2.50E+00	-2.02E-01
-2.10E+00	9.56E-01
-4.12E+00	2.34E+00
-4.45E+00	1.40E+00
-4.08E+00	1.31E+00
2.35E-01	4.02E-01
4.27E+00	-1.58E+00
-2.32E+00	-9.42E-02
1.09E+00	-1.08E-01
-2.83E+00	1.64E-01
-6.82E-01	1.29E+00
-1.06E+00	1.39E+00
3.44E+00	-6.31E-01
-2.74E+00	1.50E+00
-2.65E+00	-7.82E-03
-3.32E+00	7.61E-01
-3.48E+00	1.11E+00
-2.31E+00	9.76E-01
2.51E+00	-4.70E-01
2.48E-02	-8.74E-01
-2.27E+00	1.44E+00
1.30E+00	-1.26E+00
2.52E-01	-4.49E-01
-3.82E-01	2.57E-01
-4.55E-01	7.13E-01
-1.79E+00	1.38E+00
2.90E+00	-1.06E+00
3.41E+00	-1.50E+00
-2.72E+00	6.26E-01
-2.31E+00	4.24E-02
3.25E+00	-1.30E+00
-2.69E+00	7.20E-01
3.28E+00	-2.19E+00
3.88E+00	-1.67E+00
1.27E+00	-7.82E-01
3.80E+00	-1.12E+00
-1.42E-01	-2.52E-02
3.52E+00	-8.15E-01
4.20E+00	-2.27E+00
1.33E+00	-1.62E+00
2.61E+00	-1.21E+00
4.61E-01	-8.20E-02
-2.17E+00	7.45E-02
3.60E+00	-1.34E+00
3.22E+00	-7.87E-01
3.62E+00	-9.46E-01
-3.64E+00	2.22E+00
-1.19E+00	-7.10E-01
-2.40E+00	1.09E+00
3.05E+00	-7.03E-01
-3.52E-01	5.20E-01
1.27E+00	3.55E-01
-2.53E+00	9.06E-01
4.10E+00	-1.76E+00
1.03E+00	-4.76E-01
-7.28E-01	8.31E-01
2.76E+00	-4.98E-01
4.67E-01	-4.56E-01
-3.52E+00	2.21E+00
-1.34E+00	2.16E-01
-4.97E-01	5.23E-01
-1.56E+00	7.31E-01
3.61E+00	-1.40E+00
-2.77E+00	6.80E-01
2.35E+00	4.72E-02
2.95E+00	-1.55E+00
-1.00E-01	1.87E+00
3.00E+00	-1.63E+00
-2.32E+00	3.96E-01
-1.65E-01	1.09E-01
-6.88E-01	3.04E-01
-3.75E+00	2.03E+00
3.70E+00	-1.22E+00
-3.83E+00	1.72E+00
-1.52E+00	-6.70E-01
-2.21E-01	3.02E-01
-2.79E+00	8.99E-01
-3.09E+00	1.35E+00
3.19E+00	-2.52E+00
5.41E-01	6.09E-01
3.95E-01	9.44E-01
3.49E-01	-3.59E-02
-7.28E-02	-1.74E-01
-1.37E+00	9.61E-01
3.53E+00	-1.30E+00
-2.01E+00	4.22E-01
-3.32E+00	2.08E+00
-7.80E-01	-5.44E-02
-3.29E+00	1.82E+00
3.10E+00	-4.10E-01
4.56E-01	-6.96E-01
2.81E+00	-1.06E+00
-8.76E-01	1.01E+00
-7.49E-01	1.10E+00
-4.14E+00	1.09E+00
-3.13E+00	2.51E-01
-6.75E-02	-1.88E-01
-2.71E-01	8.17E-01
2.55E+00	-1.14E+00
-3.54E+00	9.96E-01
-3.88E+00	1.70E+00
-2.36E+00	1.05E+00
1.98E+00	-6.74E-01
-4.42E-01	-3.30E-01
-2.94E+00	2.26E-01
3.82E+00	-2.12E+00
2.10E+00	-1.06E+00
3.28E+00	-2.19E+00
3.36E+00	-6.95E-01
2.96E+00	1.66E-01
-5.08E-01	5.53E-01
7.75E-02	1.19E+00
-2.98E+00	9.14E-01
1.53E-01	-5.01E-01
-2.61E+00	6.61E-01
-1.87E-01	8.29E-01
2.77E+00	-9.41E-01
-1.81E+00	-3.90E-01
1.50E-01	-8.25E-01
-3.19E+00	5.40E-01
9.21E-02	9.76E-01
2.05E+00	1.51E-01
-4.89E+00	2.37E+00
6.36E-01	4.81E-01
3.04E+00	-1.60E+00
